Name,Nickname,Victories,Defeats,Draws,Height_cm,Weight_kg,Reach_cm,stance_x,Date of Birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,Name,name_y,wins_y,losses_y,height,weight,reach,stance_y,Age,Sig_Strikes_Minute,Sig_Strikes Accuracy,Sig_Strikes_Absorved_Min,Sig_Strikes_Defence,Av_TD_Landed_per_15_Min,Takedown_Accuracy,Takedown_Defence,Av_Subm_Attemt_per_15_Min
Mark Coleman,The Hammer,16,10,0,185.42,92.99,190.5,Orthodox,1964-12-20,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8,mark coleman,Mark Coleman,16.0,10.0,185.42,92.99,190.5,Orthodox,59.0,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8
Sarah Moras,Cheesecake,6,8,0,170.18,61.23,170.18,Orthodox,1988-04-30,2.28,34.0,3.58,50.0,0.67,21.0,33.0,0.8,sarah moras,Sarah Moras,6.0,8.0,170.18,61.23,170.18,Orthodox,35.0,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8
Chris Cariaso,Kamikaze,17,8,0,160.02,56.7,162.56,Southpaw,1981-05-27,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,chris cariaso,Chris Cariaso,17.0,8.0,160.02,56.7,162.56,Southpaw,42.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
Rogerio Nogueira,Minotouro,23,10,0,187.96,92.99,190.5,Southpaw,1976-06-02,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8,rogerio nogueira,Rogerio Nogueira,23.0,10.0,187.96,92.99,190.5,Southpaw,47.0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8
Maki Pitolo,Coconut Bombz,13,9,0,177.8,83.91,190.5,Orthodox,1990-11-24,4.1,44.0,3.93,55.0,2.24,52.0,50.0,0.8,maki pitolo,Maki Pitolo,13.0,9.0,177.8,83.91,190.5,Orthodox,33.0,4.1,0.44,3.93,0.55,2.24,0.52,0.5,0.8
Joanderson Brito,Tubarao,16,3,1,172.72,65.77,182.88,Orthodox,1995-02-11,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8,joanderson brito,Joanderson Brito,16.0,3.0,172.72,65.77,182.88,Orthodox,29.0,3.32,0.51,2.62,0.47,3.4,0.75,0.5,0.8
Zhang Lipeng,The Warrior,23,9,1,180.34,70.31,180.34,Southpaw,1990-03-10,1.28,48.0,1.88,53.0,1.75,30.0,69.0,0.8,zhang lipeng,Zhang Lipeng,23.0,9.0,180.34,70.31,180.34,Southpaw,34.0,1.28,0.48,1.88,0.53,1.75,0.3,0.69,0.8
Seth Baczynski,The Polish Pistola,20,14,0,190.5,77.11,190.5,Orthodox,1981-10-26,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,seth baczynski,Seth Baczynski,20.0,14.0,190.5,77.11,190.5,Orthodox,42.0,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
Jonathan Pearce,JSP,14,5,0,182.88,65.77,180.34,Switch,1992-05-01,5.6,56.0,3.35,55.0,5.29,53.0,56.0,0.8,jonathan pearce,Jonathan Pearce,14.0,5.0,182.88,65.77,180.34,Switch,31.0,5.6,0.56,3.35,0.55,5.29,0.53,0.56,0.8
Khabib Nurmagomedov,The Eagle,29,0,0,177.8,70.31,177.8,Orthodox,1988-09-20,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8,khabib nurmagomedov,Khabib Nurmagomedov,29.0,0.0,177.8,70.31,177.8,Orthodox,35.0,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8
Malcolm Gordon,X,14,7,0,170.18,56.7,180.34,Switch,1990-05-19,1.93,42.0,2.26,42.0,1.61,30.0,9.0,0.8,malcolm gordon,Malcolm Gordon,14.0,8.0,170.18,56.7,180.34,Switch,33.0,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0
Liang Na,The Dragon Girl,19,7,0,165.1,56.7,170.18,Orthodox,1996-07-27,1.93,40.0,4.48,27.0,5.1,60.0,0.0,0.8,liang na,Liang Na,19.0,7.0,165.1,56.7,170.18,Orthodox,27.0,1.93,0.4,4.48,0.27,5.1,0.6,0.0,0.8
Aljamain Sterling,Funk Master,23,4,0,170.18,61.23,180.34,Orthodox,1989-07-31,4.73,52.0,2.41,58.0,1.97,24.0,45.0,0.8,aljamain sterling,Aljamain Sterling,23.0,4.0,170.18,65.77,180.34,Orthodox,34.0,4.73,0.52,2.41,0.58,1.97,0.24,0.45,0.8
Rory Singer,Outburst,11,9,0,187.96,83.91,195.58,Orthodox,1976-05-28,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,rory singer,Rory Singer,11.0,9.0,187.96,83.91,195.58,Orthodox,47.0,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8
Antonio Silva,Bigfoot,19,12,1,193.04,119.75,208.28,Orthodox,1979-09-14,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,antonio silva,Antonio Silva,19.0,12.0,193.04,119.75,208.28,Orthodox,44.0,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8
Nate Marquardt,The Great,35,19,2,182.88,83.91,187.96,Orthodox,1979-04-20,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,nate marquardt,Nate Marquardt,35.0,19.0,182.88,83.91,187.96,Orthodox,44.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8
Kevin Burns,The Fire,12,7,0,177.8,77.11,187.96,Orthodox,1980-03-03,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8,kevin burns,Kevin Burns,12.0,7.0,177.8,77.11,187.96,Orthodox,44.0,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
Vinny Magalhaes,Pezao,14,9,0,190.5,92.99,190.5,Orthodox,1984-07-02,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8,vinny magalhaes,Vinny Magalhaes,14.0,9.0,190.5,92.99,190.5,Orthodox,39.0,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8
Frank Trigg,Twinkle Toes,21,9,0,175.26,77.11,180.34,Southpaw,1972-05-07,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8,frank trigg,Frank Trigg,21.0,9.0,175.26,77.11,180.34,Southpaw,51.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8
Cameron Saaiman,MSP,9,1,0,172.72,61.23,170.18,Southpaw,2000-12-20,5.28,46.0,3.24,55.0,1.0,36.0,44.0,0.8,cameron saaiman,Cameron Saaiman,9.0,2.0,172.72,61.23,170.18,Southpaw,23.0,5.32,0.46,4.18,0.51,0.91,0.28,0.47,0.7
Cat Zingano,Alpha,10,4,0,167.64,65.77,172.72,Southpaw,1982-07-01,2.57,61.0,1.63,47.0,2.77,65.0,42.0,0.8,cat zingano,Cat Zingano,10.0,4.0,167.64,65.77,172.72,Southpaw,41.0,2.57,0.61,1.63,0.47,2.77,0.65,0.42,0.8
Trey Waters,The Truth,8,1,0,195.58,77.11,195.58,Orthodox,1995-02-21,6.45,45.0,3.95,61.0,0.78,50.0,77.0,0.8,trey waters,Trey Waters,8.0,1.0,195.58,77.11,195.58,Orthodox,29.0,6.45,0.45,3.95,0.61,0.78,0.5,0.77,0.8
Efrain Escudero,Hecho En Mexico,28,12,0,175.26,70.31,180.34,Orthodox,1986-01-15,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8,efrain escudero,Efrain Escudero,28.0,12.0,175.26,70.31,180.34,Orthodox,38.0,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8
Kevin Lee,The Motown Phenom,18,8,0,175.26,77.11,195.58,Orthodox,1992-09-04,3.88,42.0,3.6,50.0,3.18,43.0,75.0,0.8,kevin lee,Kevin Lee,18.0,8.0,175.26,77.11,195.58,Orthodox,31.0,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8
Joseph Holmes,Uglyman Joe,8,4,0,193.04,83.91,203.2,Orthodox,1995-07-04,2.88,53.0,3.08,54.0,1.49,40.0,50.0,0.8,joseph holmes,Joseph Holmes,8.0,4.0,193.04,83.91,203.2,Orthodox,28.0,2.88,0.53,3.08,0.54,1.49,0.4,0.5,0.8
Domingo Pilarte,Son of Fire,8,3,0,182.88,61.23,185.42,Southpaw,1990-01-05,1.31,47.0,2.96,40.0,1.2,42.0,54.0,0.8,domingo pilarte,Domingo Pilarte,8.0,3.0,182.88,61.23,185.42,Southpaw,34.0,1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8
Takanori Gomi,The Fireball Kid,35,14,0,170.18,70.31,177.8,Southpaw,1978-09-22,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8,takanori gomi,Takanori Gomi,35.0,14.0,170.18,70.31,177.8,Southpaw,45.0,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8
Denise Gomes,Dee,8,3,0,157.48,52.16,160.02,Orthodox,1999-12-30,4.81,48.0,3.66,49.0,1.13,33.0,47.0,0.8,denise gomes,Denise Gomes,8.0,3.0,157.48,52.16,160.02,Orthodox,24.0,4.81,0.48,3.66,0.49,1.13,0.33,0.47,0.8
Derrick Krantz,D-Rock,22,12,0,177.8,77.11,182.88,Orthodox,1988-01-13,2.07,37.0,4.03,50.0,3.18,50.0,0.0,0.8,derrick krantz,Derrick Krantz,22.0,12.0,177.8,77.11,182.88,Orthodox,36.0,2.07,0.37,4.03,0.5,3.18,0.5,0.0,0.8
Gregor Gillespie,The Gift,14,1,0,170.18,70.31,180.34,Orthodox,1986-11-13,3.74,52.0,2.3,57.0,6.86,48.0,100.0,0.8,gregor gillespie,Gregor Gillespie,14.0,1.0,170.18,70.31,180.34,Orthodox,37.0,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8
Tim Boetsch,The Barbarian,21,13,0,182.88,83.91,187.96,Orthodox,1981-01-28,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8,tim boetsch,Tim Boetsch,21.0,13.0,182.88,83.91,187.96,Orthodox,43.0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
Mike Kyle,MAK,22,14,1,193.04,92.99,195.58,Orthodox,1980-03-31,3.93,51.0,3.35,49.0,1.33,62.0,50.0,0.8,mike kyle,Mike Kyle,22.0,14.0,193.04,92.99,195.58,Orthodox,43.0,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8
Marion Reneau,The Belizean Bruiser,9,8,1,167.64,61.23,172.72,Orthodox,1977-06-20,3.2,41.0,3.52,59.0,0.62,63.0,50.0,0.8,marion reneau,Marion Reneau,9.0,8.0,167.64,61.23,172.72,Orthodox,46.0,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8
Kleydson Rodrigues,KR,8,3,0,165.1,61.23,170.18,Orthodox,1995-10-22,5.48,62.0,2.75,48.0,0.85,25.0,63.0,0.8,kleydson rodrigues,Kleydson Rodrigues,8.0,3.0,165.1,61.23,170.18,Orthodox,28.0,5.48,0.62,2.75,0.48,0.85,0.25,0.63,0.8
Felice Herrig,Lil Bulldog,14,10,0,162.56,52.16,165.1,Orthodox,1984-09-18,3.84,37.0,5.19,48.0,1.08,28.0,75.0,0.8,felice herrig,Felice Herrig,14.0,10.0,162.56,52.16,165.1,Orthodox,39.0,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8
Kyung Ho Kang,Mr. Perfect,19,10,0,175.26,61.23,185.42,Orthodox,1987-09-09,3.35,48.0,3.33,55.0,1.87,57.0,68.0,0.8,kyung ho kang,Kyung Ho Kang,19.0,10.0,175.26,61.23,185.42,Orthodox,36.0,3.35,0.48,3.33,0.55,1.87,0.57,0.68,0.8
Benson Henderson,Smooth,24,7,0,175.26,77.11,177.8,Southpaw,1983-11-16,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,benson henderson,Benson Henderson,24.0,7.0,175.26,77.11,177.8,Southpaw,40.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8
Chris Weidman,The All-American,15,7,0,187.96,83.91,198.12,Orthodox,1984-06-17,2.98,43.0,3.27,50.0,3.6,43.0,65.0,0.8,chris weidman,Chris Weidman,15.0,7.0,187.96,83.91,198.12,Orthodox,39.0,2.98,0.43,3.27,0.5,3.6,0.43,0.65,0.8
Bryan Caraway,Kid Lightning,21,9,0,172.72,61.23,172.72,Orthodox,1984-08-04,2.53,34.0,3.61,54.0,2.57,25.0,80.0,0.8,bryan caraway,Bryan Caraway,21.0,9.0,172.72,61.23,172.72,Orthodox,39.0,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8
Tamires Vidal,Tractor,7,2,0,167.64,61.23,172.72,Orthodox,1998-07-27,4.25,55.0,4.53,58.0,0.0,0.0,40.0,0.8,tamires vidal,Tamires Vidal,7.0,2.0,167.64,61.23,172.72,Orthodox,25.0,4.25,0.55,4.53,0.58,0.0,0.0,0.4,0.8
Antonio Carlos Junior,Cara de Sapato,11,5,0,187.96,83.91,200.66,Orthodox,1990-03-16,1.95,42.0,2.14,52.0,3.42,39.0,53.0,0.8,antonio carlos junior,Antonio Carlos Junior,11.0,5.0,187.96,83.91,200.66,Orthodox,34.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8
Craig White,The Thundercat,14,9,0,187.96,77.11,193.04,Orthodox,1990-07-01,1.23,40.0,3.28,39.0,0.0,0.0,50.0,0.8,craig white,Craig White,14.0,9.0,187.96,77.11,193.04,Orthodox,33.0,1.23,0.4,3.28,0.39,0.0,0.0,0.5,0.8
Urijah Faber,The California Kid,35,11,0,167.64,61.23,170.18,Orthodox,1979-05-14,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8,urijah faber,Urijah Faber,35.0,11.0,167.64,61.23,170.18,Orthodox,44.0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8
Chad Anheliger,The Monster,12,7,0,167.64,61.23,162.56,Orthodox,1986-12-01,3.07,42.0,3.55,51.0,1.03,36.0,47.0,0.8,chad anheliger,Chad Anheliger,13.0,7.0,167.64,61.23,162.56,Orthodox,37.0,3.6,0.45,3.11,0.53,0.82,0.3,0.42,0.6
Diego Sanchez,Nightmare,31,13,0,177.8,77.11,182.88,Southpaw,1981-12-31,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,diego sanchez,Diego Sanchez,31.0,13.0,177.8,77.11,182.88,Southpaw,42.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8
Chris Leben,The Crippler,22,11,0,180.34,83.91,185.42,Southpaw,1980-07-21,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,chris leben,Chris Leben,22.0,11.0,180.34,83.91,185.42,Southpaw,43.0,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8
Julianna Pena,The Venezuelan Vixen,12,5,0,167.64,61.23,175.26,Orthodox,1989-08-19,3.16,47.0,2.3,50.0,1.94,55.0,23.0,0.8,julianna pena,Julianna Pena,12.0,5.0,167.64,61.23,175.26,Orthodox,34.0,3.16,0.47,2.3,0.5,1.94,0.55,0.23,0.8
Wellington Turman,The Prodigy,18,8,0,182.88,77.11,182.88,Orthodox,1996-07-22,3.23,51.0,4.17,45.0,1.55,20.0,42.0,0.8,wellington turman,Wellington Turman,18.0,8.0,182.88,77.11,182.88,Orthodox,27.0,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8
Alistair Overeem,The Demolition Man,47,19,0,193.04,120.2,203.2,Orthodox,1980-05-17,3.67,64.0,2.44,57.0,1.42,55.0,73.0,0.8,alistair overeem,Alistair Overeem,47.0,19.0,193.04,120.2,203.2,Orthodox,43.0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8
Khama Worthy,The Death Star,16,9,0,180.34,70.31,187.96,Orthodox,1986-10-15,4.18,48.0,4.45,46.0,0.0,0.0,57.0,0.7,khama worthy,Khama Worthy,16.0,9.0,180.34,70.31,187.96,Orthodox,37.0,4.18,0.48,4.45,0.46,0.0,0.0,0.57,0.7
Jack Shore,Tank,17,1,0,172.72,61.23,180.34,Orthodox,1995-02-06,3.84,58.0,2.2,57.0,3.42,40.0,79.0,0.7,jack shore,Jack Shore,17.0,1.0,172.72,65.77,180.34,Orthodox,29.0,3.84,0.58,2.2,0.57,3.42,0.4,0.79,0.7
Felipe Arantes,Sertanejo,18,10,1,172.72,61.23,185.42,Orthodox,1988-02-09,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,felipe arantes,Felipe Arantes,18.0,10.0,172.72,61.23,185.42,Orthodox,36.0,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7
Claudia Gadelha,Claudinha,18,5,0,162.56,52.16,160.02,Orthodox,1988-12-07,3.31,41.0,4.57,57.0,3.03,42.0,58.0,0.7,claudia gadelha,Claudia Gadelha,18.0,5.0,162.56,52.16,160.02,Orthodox,35.0,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7
Joaquim Silva,Netto BJJ,13,5,0,172.72,70.31,175.26,Southpaw,1989-02-05,3.61,41.0,4.51,54.0,0.45,60.0,64.0,0.7,joaquim silva,Joaquim Silva,13.0,5.0,172.72,70.31,175.26,Southpaw,35.0,3.61,0.41,4.51,0.54,0.45,0.6,0.64,0.7
George Sullivan,The Silencer,17,7,0,182.88,77.11,185.42,Orthodox,1981-03-13,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7,george sullivan,George Sullivan,17.0,7.0,182.88,77.11,185.42,Orthodox,43.0,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
Ramazan Emeev,Gorets,20,6,0,177.8,77.11,193.04,Southpaw,1987-05-23,2.53,45.0,2.14,65.0,2.37,29.0,66.0,0.7,ramazan emeev,Ramazan Emeev,20.0,6.0,177.8,77.11,193.04,Southpaw,36.0,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7
Yair Rodriguez,El Pantera,16,4,0,180.34,65.77,180.34,Orthodox,1992-10-06,4.63,46.0,4.07,51.0,0.73,28.0,59.0,0.7,yair rodriguez,Yair Rodriguez,16.0,5.0,180.34,65.77,180.34,Orthodox,31.0,4.65,0.46,3.99,0.52,0.69,0.27,0.58,0.7
Scott Jorgensen,Young Guns,15,12,0,165.1,61.23,167.64,Orthodox,1982-09-17,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,scott jorgensen,Scott Jorgensen,15.0,12.0,165.1,61.23,167.64,Orthodox,41.0,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7
Casey O'Neill,King,9,1,0,167.64,56.7,175.26,Orthodox,1997-10-07,8.77,55.0,5.9,58.0,1.96,42.0,71.0,0.7,casey o'neill,Casey O'Neill,9.0,2.0,167.64,56.7,175.26,Orthodox,26.0,8.41,0.54,6.3,0.56,1.77,0.38,0.66,0.7
Brian Camozzi,Mantis,7,5,0,187.96,77.11,198.12,Orthodox,1991-06-24,3.15,26.0,6.39,54.0,0.0,0.0,0.0,0.7,brian camozzi,Brian Camozzi,7.0,5.0,187.96,77.11,198.12,Orthodox,32.0,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7
Joe Duffy,Irish,16,5,0,177.8,70.31,185.42,Orthodox,1988-02-18,2.68,34.0,3.78,54.0,0.96,66.0,64.0,0.7,joe duffy,Joe Duffy,16.0,5.0,177.8,70.31,185.42,Orthodox,36.0,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7
Anderson Dos Santos,Berinja,21,9,0,165.1,61.23,177.8,Orthodox,1985-07-24,2.7,25.0,5.37,49.0,0.98,14.0,66.0,0.7,anderson dos santos,Anderson Dos Santos,21.0,9.0,165.1,61.23,177.8,Orthodox,38.0,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7
Amanda Nunes,The Lioness,23,5,0,172.72,61.23,175.26,Orthodox,1988-05-30,4.55,51.0,2.62,57.0,2.73,54.0,82.0,0.7,amanda nunes,Amanda Nunes,23.0,5.0,172.72,61.23,175.26,Orthodox,35.0,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7
Robert Sanchez,Littlefury,8,2,0,167.64,56.7,167.64,Orthodox,1986-03-05,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7,robert sanchez,Robert Sanchez,8.0,2.0,167.64,56.7,167.64,Orthodox,38.0,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7
Rich Franklin,Ace,29,7,0,185.42,83.91,193.04,Southpaw,1974-10-05,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,rich franklin,Rich Franklin,29.0,7.0,185.42,83.91,193.04,Southpaw,49.0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7
Manvel Gamburyan,The Anvil,15,10,0,165.1,61.23,170.18,Orthodox,1981-05-08,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,manvel gamburyan,Manvel Gamburyan,15.0,10.0,165.1,61.23,170.18,Orthodox,42.0,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7
Don Madge,Magic Man,9,3,1,182.88,70.31,182.88,Southpaw,1990-11-12,2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7,don madge,Don Madge,9.0,3.0,182.88,70.31,182.88,Southpaw,33.0,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7
Brad Scott,Bear,11,6,0,185.42,77.11,193.04,Orthodox,1989-06-24,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,brad scott,Brad Scott,11.0,6.0,185.42,77.11,193.04,Orthodox,34.0,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7
Mandy Bohm,Monster,8,2,0,170.18,56.7,180.34,Orthodox,1989-07-30,2.51,45.0,3.24,60.0,0.72,18.0,75.0,0.7,mandy bohm,Mandy Bohm,8.0,2.0,170.18,56.7,180.34,Orthodox,34.0,2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7
Michelle Waterson-Gomez,The Karate Hottie,18,12,0,160.02,52.16,157.48,Orthodox,1986-01-06,3.56,46.0,4.19,49.0,1.42,32.0,70.0,0.7,michelle waterson-gomez,Michelle Waterson-Gomez,18.0,12.0,160.02,52.16,157.48,Orthodox,38.0,3.56,0.46,4.19,0.49,1.42,0.32,0.7,0.7
Rafael Estevam,Macapa,12,0,0,172.72,56.7,175.26,Orthodox,1996-08-10,2.94,64.0,3.35,34.0,3.35,19.0,0.0,0.7,rafael estevam,Rafael Estevam,12.0,0.0,172.72,56.7,175.26,Orthodox,27.0,2.94,0.64,3.35,0.34,3.35,0.19,0.0,0.7
Mauricio Rua,Shogun,27,14,1,185.42,92.99,193.04,Orthodox,1981-11-25,3.57,50.0,2.79,54.0,2.01,48.0,49.0,0.7,mauricio rua,Mauricio Rua,27.0,14.0,185.42,92.99,193.04,Orthodox,42.0,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7
Steven Peterson,Ocho,19,11,0,177.8,65.77,177.8,Orthodox,1990-05-29,4.76,40.0,5.94,53.0,1.42,26.0,64.0,0.7,steven peterson,Steven Peterson,19.0,11.0,177.8,65.77,177.8,Orthodox,33.0,4.76,0.4,5.94,0.53,1.42,0.26,0.64,0.7
Amir Albazi,The Prince,17,1,0,165.1,56.7,172.72,Orthodox,1993-10-27,2.8,39.0,3.07,63.0,1.71,33.0,40.0,0.7,amir albazi,Amir Albazi,17.0,1.0,165.1,56.7,172.72,Orthodox,30.0,2.8,0.39,3.07,0.63,1.71,0.33,0.4,0.7
Niklas Stolze,Green Mask,12,6,0,185.42,70.31,187.96,Switch,1992-12-28,2.12,48.0,2.25,49.0,0.66,100.0,55.0,0.7,niklas stolze,Niklas Stolze,12.0,6.0,185.42,70.31,187.96,Switch,31.0,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7
Darren Uyenoyama,BC,10,6,0,167.64,56.7,165.1,Orthodox,1979-10-15,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7,darren uyenoyama,Darren Uyenoyama,10.0,6.0,167.64,56.7,165.1,Orthodox,44.0,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7
Drew McFedries,The Massacre,12,7,0,182.88,83.91,182.88,Southpaw,1978-07-27,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,drew mcfedries,Drew McFedries,12.0,7.0,182.88,83.91,182.88,Southpaw,45.0,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7
Niko Price,The Hybrid,15,7,0,182.88,77.11,193.04,Orthodox,1989-09-29,5.46,42.0,5.6,48.0,0.7,20.0,64.0,0.7,niko price,Niko Price,15.0,7.0,182.88,77.11,193.04,Orthodox,34.0,5.46,0.42,5.6,0.48,0.7,0.2,0.64,0.7
Marcio Alexandre Junior,Lyoto,17,4,0,182.88,83.91,190.5,Southpaw,1989-05-05,1.61,45.0,2.89,42.0,0.35,20.0,66.0,0.7,marcio alexandre junior,Marcio Alexandre Junior,17.0,4.0,182.88,83.91,190.5,Southpaw,34.0,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7
Alex Caceres,Bruce Leeroy,21,14,0,177.8,65.77,185.42,Southpaw,1988-06-20,4.16,50.0,2.93,63.0,0.56,68.0,64.0,0.7,alex caceres,Alex Caceres,21.0,14.0,177.8,65.77,185.42,Southpaw,35.0,4.16,0.5,2.93,0.63,0.56,0.68,0.64,0.7
Trevor Smith,Hot Sauce,15,10,0,190.5,83.91,190.5,Orthodox,1981-01-05,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7,trevor smith,Trevor Smith,15.0,10.0,190.5,83.91,190.5,Orthodox,43.0,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7
Heath Herring,The Texas Crazy Horse,28,16,0,193.04,113.4,198.12,Orthodox,1978-03-02,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7,heath herring,Heath Herring,28.0,16.0,193.04,113.4,198.12,Orthodox,46.0,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7
Viviane Araujo,Vivi,12,5,0,162.56,56.7,172.72,Orthodox,1986-11-21,4.34,47.0,5.19,55.0,1.83,46.0,77.0,0.7,viviane araujo,Viviane Araujo,12.0,6.0,162.56,56.7,172.72,Orthodox,37.0,4.11,0.47,4.96,0.56,1.76,0.4,0.78,0.6
Francis Marshall,Fire,7,2,0,175.26,65.77,182.88,Orthodox,1999-03-03,3.66,33.0,4.07,53.0,3.29,50.0,0.0,0.7,francis marshall,Francis Marshall,7.0,2.0,175.26,65.77,182.88,Orthodox,25.0,3.66,0.33,4.07,0.53,3.29,0.5,0.0,0.7
Phillipe Nover,The Filipino Assassin,11,8,1,175.26,65.77,182.88,Orthodox,1984-02-03,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7,phillipe nover,Phillipe Nover,11.0,8.0,175.26,65.77,182.88,Orthodox,40.0,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7
Rodrigo Nascimento,Ze Colmeia,11,1,0,187.96,111.58,203.2,Orthodox,1992-11-26,4.31,48.0,4.76,43.0,1.2,33.0,77.0,0.7,rodrigo nascimento,Rodrigo Nascimento,11.0,1.0,187.96,111.58,203.2,Orthodox,31.0,4.31,0.48,4.76,0.43,1.2,0.33,0.77,0.7
Brandon Thatch,Rukus,11,5,0,187.96,77.11,187.96,Switch,1985-07-11,2.7,42.0,3.63,52.0,1.36,66.0,50.0,0.7,brandon thatch,Brandon Thatch,11.0,5.0,187.96,77.11,187.96,Switch,38.0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7
