name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Karl Roberson,9.0,6.0,185.42,92.99,187.96,Southpaw,33.0,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5
Ronnie Lawrence,8.0,2.0,172.72,61.23,172.72,Switch,31.0,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2
Donald Cerrone,36.0,17.0,185.42,70.31,185.42,Orthodox,40.0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2
Uriah Hall,18.0,11.0,182.88,83.91,200.66,Orthodox,39.0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1
Jessica Eye,15.0,11.0,167.64,56.7,167.64,Orthodox,37.0,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5
Alan Baudot,8.0,3.0,190.5,110.22,200.66,Orthodox,36.0,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0
Raulian Paiva,21.0,5.0,172.72,61.23,175.26,Orthodox,28.0,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2
Tony Kelley,8.0,3.0,175.26,61.23,177.8,Switch,37.0,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4
Danny Chavez,11.0,5.0,172.72,65.77,170.18,Orthodox,37.0,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0
Gloria de Paula,6.0,5.0,165.1,52.16,170.18,Orthodox,28.0,4.89,0.53,3.77,0.66,0.74,0.37,0.65,0.5
Eddie Wineland,24.0,16.0,170.18,61.23,175.26,Orthodox,39.0,3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1
Deron Winn,7.0,3.0,167.64,83.91,177.8,Orthodox,34.0,4.55,0.44,6.21,0.46,4.28,0.52,0.4,0.0
Joanna Jedrzejczyk,16.0,5.0,167.64,52.16,165.1,Orthodox,36.0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1
Ramazan Emeev,20.0,6.0,177.8,77.11,193.04,Southpaw,36.0,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7
Poliana Botelho,8.0,5.0,172.72,56.7,170.18,Orthodox,35.0,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0
Zarrukh Adashev,4.0,4.0,165.1,56.7,165.1,Southpaw,31.0,3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5
Askar Mozharov,19.0,13.0,190.5,92.99,187.96,Orthodox,29.0,0.43,0.18,4.07,0.13,0.0,0.0,0.33,0.0
Felice Herrig,14.0,10.0,162.56,52.16,165.1,Orthodox,39.0,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8
Alex Da Silva,21.0,4.0,172.72,70.31,185.42,Orthodox,28.0,2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3
Niklas Stolze,12.0,6.0,185.42,70.31,187.96,Switch,31.0,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7
Jeff Molina,11.0,2.0,167.64,56.7,175.26,Orthodox,26.0,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0
Andreas Michailidis,13.0,6.0,182.88,77.11,193.04,Orthodox,35.0,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0
Felipe Colares,10.0,4.0,172.72,65.77,175.26,Orthodox,29.0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5
Aleksandar Rakic,14.0,3.0,193.04,92.99,198.12,Orthodox,32.0,4.01,0.5,2.3,0.53,0.82,0.25,0.9,0.2
Louis Smolka,17.0,9.0,175.26,61.23,172.72,Orthodox,32.0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8
Frank Camacho,22.0,10.0,177.8,70.31,185.42,Orthodox,34.0,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0
Alan Patrick,15.0,4.0,180.34,70.31,187.96,Southpaw,40.0,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3
Ariane Carnelossi,14.0,3.0,157.48,52.16,154.94,Orthodox,31.0,3.04,0.4,4.72,0.43,1.62,0.55,0.08,0.3
Tristan Connelly,14.0,8.0,177.8,65.77,172.72,Orthodox,38.0,3.31,0.51,2.96,0.5,0.33,0.14,0.6,0.3
Gina Mazany,7.0,6.0,167.64,56.7,172.72,Southpaw,35.0,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2
Sergey Khandozhko,28.0,6.0,185.42,77.11,187.96,Orthodox,31.0,3.41,0.41,2.37,0.6,0.76,0.28,0.61,0.0
Ike Villanueva,18.0,14.0,185.42,92.99,185.42,Orthodox,39.0,3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0
Cameron Else,10.0,6.0,175.26,61.23,180.34,Switch,36.0,1.99,0.4,8.09,0.51,0.0,0.0,0.0,0.0
Dean Barry,4.0,2.0,177.8,77.11,182.88,Orthodox,31.0,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0
Miguel Baeza,10.0,3.0,187.96,77.11,187.96,Orthodox,31.0,4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8
TJ Laramie,12.0,5.0,167.64,65.77,167.64,Orthodox,26.0,1.49,0.5,2.64,0.38,1.44,0.33,0.4,0.0
Brandon Jenkins,15.0,9.0,182.88,70.31,180.34,Switch,32.0,2.93,0.41,8.05,0.33,0.0,0.0,0.27,0.0
Kevin Croom,21.0,15.0,180.34,61.23,185.42,Orthodox,36.0,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5
Tecia Torres,13.0,6.0,154.94,52.16,152.4,Orthodox,34.0,4.74,0.48,3.59,0.61,0.66,0.14,0.61,0.1
Vinc Pichel,14.0,3.0,177.8,70.31,182.88,Orthodox,41.0,3.56,0.47,2.5,0.58,3.0,0.54,0.23,0.2
Aspen Ladd,9.0,3.0,167.64,61.23,167.64,Orthodox,29.0,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6
Mickey Gall,7.0,5.0,187.96,77.11,187.96,Switch,32.0,2.94,0.46,4.25,0.49,1.21,0.3,0.36,1.9
Kay Hansen,7.0,6.0,157.48,52.16,160.02,Orthodox,24.0,3.01,0.5,3.19,0.51,1.83,0.22,0.37,0.8
Askar Askarov,14.0,1.0,167.64,56.7,170.18,Orthodox,31.0,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4
Sara McMann,13.0,6.0,167.64,61.23,167.64,Orthodox,43.0,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5
Aliaskhab Khizriev,14.0,0.0,175.26,83.91,187.96,Southpaw,33.0,6.01,0.64,4.38,0.61,5.64,0.6,1.0,3.8
Luis Saldana,16.0,7.0,180.34,65.77,185.42,Orthodox,33.0,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2
Bruno Souza,10.0,3.0,177.8,65.77,177.8,Orthodox,28.0,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0
Kazula Vargas,12.0,5.0,172.72,70.31,180.34,Southpaw,38.0,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4
Mike Grundy,12.0,4.0,170.18,65.77,182.88,Orthodox,37.0,2.09,0.45,4.45,0.56,4.06,0.28,0.5,0.4
Timur Valiev,18.0,3.0,167.64,61.23,170.18,Orthodox,34.0,5.19,0.53,3.33,0.45,1.73,0.4,0.55,0.3
Marlon Moraes,23.0,10.0,167.64,61.23,170.18,Orthodox,35.0,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3
Sabina Mazo,9.0,4.0,170.18,56.7,177.8,Orthodox,27.0,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2
Kris Moutinho,9.0,6.0,170.18,61.23,172.72,Southpaw,31.0,4.86,0.32,15.48,0.28,0.0,0.0,0.0,0.0
Alex Oliveira,22.0,12.0,180.34,77.11,193.04,Orthodox,36.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6
Greg Hardy,7.0,5.0,195.58,120.2,203.2,Orthodox,35.0,4.79,0.5,3.31,0.55,0.2,0.33,0.64,0.0
Devonte Smith,11.0,4.0,175.26,70.31,193.04,Orthodox,30.0,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3
Rongzhu,25.0,5.0,175.26,70.31,182.88,Orthodox,24.0,5.47,0.5,5.6,0.45,2.09,0.62,0.85,0.2
Alejandro Perez,23.0,9.0,167.64,61.23,170.18,Orthodox,34.0,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3
Ramiz Brahimaj,10.0,4.0,177.8,77.11,182.88,Orthodox,31.0,2.47,0.41,4.08,0.5,1.9,0.66,0.58,2.4
Micheal Gillmore,6.0,5.0,180.34,77.11,182.88,Orthodox,37.0,2.04,0.57,3.02,0.43,0.0,0.0,0.5,0.0
Chas Skelly,19.0,3.0,180.34,65.77,182.88,Orthodox,38.0,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
Mark Striegl,18.0,4.0,172.72,65.77,177.8,Southpaw,35.0,1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0
Jesse Strader,5.0,3.0,170.18,61.23,177.8,Orthodox,32.0,5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0
Roxanne Modafferi,25.0,21.0,170.18,56.7,175.26,Orthodox,41.0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1
Fabio Cherant,7.0,4.0,185.42,92.99,187.96,Southpaw,29.0,1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0
Alexis Davis,21.0,11.0,167.64,61.23,172.72,Orthodox,39.0,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7
Danilo Marques,11.0,4.0,198.12,92.99,195.58,Orthodox,38.0,1.44,0.79,2.52,0.52,3.93,0.28,0.0,0.8
Francis Ngannou,17.0,3.0,193.04,113.4,210.82,Orthodox,37.0,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3
Rogerio Bontorin,16.0,4.0,165.1,56.7,170.18,Orthodox,31.0,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0
Dakota Bush,8.0,4.0,177.8,70.31,185.42,Orthodox,29.0,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0
Sijara Eubanks,8.0,7.0,162.56,56.7,170.18,Orthodox,38.0,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3
Andre Ewell,17.0,9.0,172.72,65.77,190.5,Southpaw,36.0,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1
Matt Sayles,8.0,4.0,170.18,70.31,172.72,Orthodox,30.0,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7
Ryan Hall,9.0,2.0,177.8,65.77,177.8,Southpaw,39.0,2.38,0.5,1.33,0.65,0.22,0.09,0.0,2.2
Maki Pitolo,13.0,9.0,177.8,83.91,190.5,Orthodox,33.0,4.1,0.44,3.93,0.55,2.24,0.52,0.5,0.8
Mallory Martin,7.0,5.0,162.56,52.16,160.02,Orthodox,30.0,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3
Chris Gruetzemacher,15.0,5.0,172.72,70.31,172.72,Orthodox,37.0,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0
Sean Soriano,14.0,8.0,175.26,65.77,177.8,Orthodox,34.0,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0
Ben Rothwell,39.0,14.0,193.04,120.2,198.12,Orthodox,42.0,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4
Felicia Spencer,9.0,3.0,167.64,65.77,172.72,Orthodox,33.0,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
Leah Letson,5.0,3.0,170.18,65.77,180.34,Southpaw,31.0,3.06,0.41,3.84,0.52,0.51,0.5,0.76,0.0
Collin Anglin,8.0,3.0,175.26,65.77,180.34,Orthodox,31.0,4.59,0.48,5.54,0.51,2.28,0.66,1.0,0.0
Liana Jojua,8.0,5.0,162.56,56.7,157.48,Orthodox,29.0,2.42,0.3,5.32,0.54,1.71,0.66,0.5,1.3
Al Iaquinta,14.0,7.0,177.8,70.31,177.8,Orthodox,36.0,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2
Jordan Williams,9.0,6.0,185.42,83.91,190.5,Southpaw,33.0,5.83,0.5,5.46,0.35,1.11,0.5,0.85,0.0
Gian Villante,17.0,14.0,190.5,104.33,193.04,Orthodox,38.0,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0
John Allan,13.0,7.0,185.42,92.99,190.5,Orthodox,31.0,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8
Shamil Gamzatov,14.0,1.0,187.96,92.99,193.04,Orthodox,33.0,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0
Hu Yaozong,3.0,3.0,190.5,83.91,182.88,Orthodox,28.0,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4
Laureano Staropoli,9.0,5.0,185.42,83.91,180.34,Orthodox,31.0,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0
Khama Worthy,16.0,9.0,180.34,70.31,187.96,Orthodox,37.0,4.18,0.48,4.45,0.46,0.0,0.0,0.57,0.7
Livinha Souza,14.0,4.0,160.02,52.16,160.02,Orthodox,33.0,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4
Randa Markos,11.0,12.0,162.56,52.16,160.02,Orthodox,38.0,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
Zviad Lazishvili,13.0,1.0,167.64,61.23,175.26,Orthodox,32.0,4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0
Carlos Felipe,11.0,2.0,182.88,111.13,190.5,Orthodox,29.0,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0
Andrew Sanchez,13.0,7.0,185.42,83.91,187.96,Orthodox,35.0,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0
Bethe Correia,11.0,6.0,165.1,61.23,162.56,Orthodox,40.0,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0
Gaetano Pirrello,15.0,7.0,170.18,61.23,165.1,Orthodox,31.0,0.99,0.55,2.44,0.42,0.0,0.0,0.3,0.0
Johnny Eduardo,28.0,13.0,170.18,61.23,180.34,Orthodox,45.0,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4
Nick Diaz,26.0,10.0,185.42,77.11,193.04,Southpaw,40.0,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0
Martin Sano,4.0,3.0,180.34,77.11,190.5,Orthodox,32.0,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0
Antonio Arroyo,9.0,5.0,190.5,83.91,185.42,Orthodox,34.0,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2
Mike Rodriguez,11.0,7.0,193.04,92.99,208.28,Southpaw,35.0,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0
Sarah Alpar,9.0,6.0,162.56,61.23,160.02,Southpaw,32.0,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4
Impa Kasanganay,9.0,2.0,180.34,77.11,190.5,Orthodox,30.0,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2
Emily Whitmire,4.0,5.0,165.1,56.7,160.02,Orthodox,32.0,2.5,0.31,2.98,0.54,1.9,0.66,0.7,0.5
David Zawada,17.0,7.0,182.88,77.11,190.5,Orthodox,33.0,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7
Luigi Vendramini,9.0,3.0,172.72,70.31,185.42,Orthodox,28.0,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6
Darren Stewart,12.0,8.0,182.88,92.99,187.96,Orthodox,33.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1
Domingo Pilarte,8.0,3.0,182.88,61.23,185.42,Southpaw,34.0,1.31,0.47,2.96,0.4,1.2,0.42,0.54,0.8
Bea Malecki,4.0,1.0,175.26,61.23,187.96,Orthodox,32.0,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1
Sasha Palatnikov,6.0,4.0,185.42,77.11,182.88,Switch,35.0,6.69,0.53,5.44,0.52,0.72,1.0,0.7,0.0
Casey Kenney,16.0,4.0,170.18,61.23,172.72,Southpaw,33.0,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4
Drako Rodriguez,7.0,3.0,172.72,61.23,175.26,Orthodox,27.0,3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7
Anderson Dos Santos,21.0,9.0,165.1,61.23,177.8,Orthodox,38.0,2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7
Jamey Simmons,7.0,4.0,167.64,61.23,177.8,Orthodox,31.0,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0
Ryan Benoit,10.0,8.0,165.1,56.7,172.72,Orthodox,34.0,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4
Ian Heinisch,14.0,5.0,180.34,83.91,182.88,Orthodox,35.0,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7
Marion Reneau,9.0,8.0,167.64,61.23,172.72,Orthodox,46.0,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8
Jeremy Stephens,28.0,19.0,175.26,65.77,180.34,Orthodox,37.0,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4
Conor McGregor,22.0,6.0,175.26,70.31,187.96,Southpaw,35.0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
Carlos Condit,32.0,14.0,187.96,77.11,190.5,Orthodox,39.0,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0
Omari Akhmedov,21.0,6.0,182.88,83.91,185.42,Orthodox,36.0,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2
Jerome Rivera,10.0,6.0,177.8,56.7,182.88,Southpaw,28.0,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0
Michel Prazeres,26.0,4.0,167.64,77.11,170.18,Orthodox,42.0,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6
Justin Jaynes,16.0,8.0,170.18,65.77,172.72,Orthodox,34.0,3.34,0.44,5.33,0.62,0.75,0.4,0.2,1.1
Yancy Medeiros,15.0,8.0,177.8,70.31,190.5,Orthodox,36.0,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7
Dhiego Lima,17.0,9.0,187.96,77.11,190.5,Orthodox,35.0,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6
Roque Martinez,15.0,8.0,177.8,113.4,182.88,Orthodox,38.0,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4
Lara Procopio,7.0,2.0,162.56,56.7,170.18,Orthodox,28.0,5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3
Demian Maia,28.0,11.0,185.42,77.11,182.88,Southpaw,46.0,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0
Walt Harris,13.0,10.0,195.58,113.4,195.58,Southpaw,40.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1
Victor Rodriguez,7.0,4.0,165.1,56.7,170.18,Switch,31.0,1.59,0.37,6.11,0.5,0.0,0.0,0.0,0.0
Jacare Souza,26.0,10.0,185.42,83.91,182.88,Orthodox,44.0,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3
Kevin Aguilar,17.0,5.0,170.18,70.31,185.42,Orthodox,35.0,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0.0
Maurice Greene,9.0,7.0,200.66,117.03,203.2,Orthodox,37.0,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4
Gregor Gillespie,14.0,1.0,170.18,70.31,180.34,Orthodox,37.0,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8
Christian Aguilera,14.0,8.0,175.26,77.11,182.88,Switch,32.0,2.54,0.37,4.04,0.48,0.0,0.0,0.6,0.0
Kai Kamaka,8.0,4.0,170.18,65.77,175.26,Orthodox,29.0,4.96,0.57,5.29,0.55,1.93,0.58,0.52,0.3
KB Bhullar,8.0,2.0,193.04,83.91,198.12,Switch,32.0,4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0
Luke Sanders,13.0,5.0,167.64,61.23,170.18,Southpaw,38.0,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2
Stefan Sekulic,12.0,4.0,182.88,77.11,190.5,Southpaw,32.0,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5
Justine Kish,7.0,4.0,165.1,56.7,162.56,Orthodox,35.0,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1
Luis Pena,9.0,3.0,190.5,70.31,190.5,Southpaw,30.0,3.66,0.46,3.12,0.51,1.17,0.33,0.48,1.2
Juan Espino,11.0,2.0,190.5,115.67,203.2,Orthodox,43.0,2.38,0.7,1.95,0.4,8.93,0.78,0.5,2.4
Bartosz Fabinski,15.0,5.0,182.88,77.11,190.5,Orthodox,37.0,2.23,0.68,1.46,0.51,7.1,0.7,0.8,0.0
Anthony Birchak,16.0,8.0,172.72,61.23,175.26,Orthodox,37.0,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5
Mike Perry,14.0,8.0,177.8,77.11,180.34,Orthodox,32.0,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2
Yorgan De Castro,6.0,3.0,182.88,113.4,187.96,Orthodox,37.0,2.46,0.43,3.85,0.53,0.0,0.0,0.77,0.0
Jarjis Danho,7.0,1.0,190.5,120.2,187.96,Orthodox,40.0,3.38,0.5,5.25,0.49,0.51,0.16,1.0,0.0
Hunter Azure,9.0,2.0,172.72,65.77,175.26,Orthodox,32.0,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3
Jordan Griffin,18.0,9.0,177.8,65.77,185.42,Southpaw,34.0,2.52,0.46,3.02,0.5,1.45,0.35,0.42,1.9
Stipe Miocic,20.0,4.0,193.04,108.86,203.2,Orthodox,41.0,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0.0
Tyron Woodley,19.0,7.0,175.26,77.11,187.96,Orthodox,41.0,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4
Thomas Almeida,22.0,5.0,170.18,65.77,177.8,Southpaw,32.0,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0
Gustavo Lopez,12.0,6.0,165.1,61.23,170.18,Orthodox,34.0,2.48,0.4,3.87,0.57,1.74,0.41,0.31,0.7
Ray Rodriguez,16.0,8.0,170.18,61.23,177.8,Orthodox,36.0,0.9,0.27,3.89,0.4,1.42,0.5,0.44,0.0
Megan Anderson,11.0,5.0,182.88,65.77,182.88,Orthodox,34.0,1.76,0.46,3.35,0.37,0.52,0.25,0.53,0.5
Joseph Benavidez,28.0,8.0,162.56,56.7,165.1,Southpaw,39.0,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
Jordan Espinosa,15.0,9.0,167.64,56.7,175.26,Orthodox,34.0,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2
Aalon Cruz,8.0,4.0,182.88,65.77,198.12,Switch,34.0,7.58,0.39,8.88,0.58,0.0,0.0,0.0,0.0
Jimmie Rivera,23.0,5.0,162.56,61.23,172.72,Orthodox,34.0,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1
Vince Cachero,7.0,4.0,167.64,65.77,172.72,Orthodox,34.0,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5
Shana Dobson,4.0,5.0,167.64,56.7,175.26,Orthodox,34.0,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0
Alistair Overeem,47.0,19.0,193.04,120.2,203.2,Orthodox,43.0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8
Martin Day,8.0,6.0,177.8,65.77,185.42,Orthodox,35.0,3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5
Antonio Carlos Junior,11.0,5.0,187.96,83.91,200.66,Orthodox,34.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8
Nik Lentz,30.0,12.0,172.72,65.77,172.72,Orthodox,39.0,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2
Vinicius Moreira,9.0,5.0,193.04,92.99,193.04,Orthodox,35.0,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3
Tom Breese,12.0,3.0,190.5,83.91,185.42,Southpaw,32.0,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1
Markus Perez,12.0,5.0,185.42,83.91,185.42,Orthodox,35.0,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0
Sarah Moras,6.0,8.0,170.18,61.23,170.18,Orthodox,35.0,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8
Vanessa Melo,11.0,8.0,165.1,61.23,165.1,Orthodox,36.0,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0
Jacob Kilburn,8.0,4.0,175.26,65.77,182.88,Orthodox,28.0,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5
Anthony Pettis,24.0,10.0,177.8,70.31,182.88,Orthodox,37.0,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1
Carlton Minus,10.0,3.0,177.8,77.11,190.5,Orthodox,30.0,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0
Junior Dos Santos,21.0,9.0,193.04,107.95,195.58,Orthodox,40.0,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1
Peter Barrett,11.0,5.0,177.8,65.77,185.42,Southpaw,37.0,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0
Matt Wiman,16.0,10.0,177.8,70.31,172.72,Orthodox,40.0,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5
Jose Quinonez,9.0,5.0,172.72,61.23,175.26,Southpaw,33.0,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6
Spike Carlyle,9.0,3.0,172.72,65.77,180.34,Switch,30.0,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5
Rachael Ostovich,4.0,6.0,160.02,56.7,157.48,Orthodox,33.0,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8
Alan Jouban,17.0,7.0,182.88,77.11,185.42,Southpaw,42.0,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3
Paul Felder,17.0,6.0,180.34,70.31,177.8,Orthodox,39.0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2
Geraldo de Freitas,12.0,6.0,170.18,61.23,182.88,Orthodox,32.0,3.67,0.52,2.62,0.5,3.0,0.45,0.59,0.0
Claudia Gadelha,18.0,5.0,162.56,52.16,160.02,Orthodox,35.0,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7
Bevon Lewis,7.0,3.0,190.5,83.91,200.66,Orthodox,32.0,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0
Eduardo Garagorri,13.0,2.0,175.26,65.77,177.8,Orthodox,34.0,3.42,0.51,2.36,0.58,0.48,1.0,0.61,0.0
Anderson Silva,34.0,11.0,187.96,83.91,195.58,Southpaw,48.0,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8
Jack Marshman,23.0,10.0,182.88,83.91,185.42,Orthodox,34.0,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0
Cole Williams,11.0,3.0,182.88,77.11,185.42,Orthodox,40.0,0.31,0.27,5.34,0.23,0.0,0.0,0.25,0.0
Justin Ledet,9.0,4.0,193.04,92.99,203.2,Orthodox,35.0,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2
Khabib Nurmagomedov,29.0,0.0,177.8,70.31,177.8,Orthodox,35.0,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8
Liliya Shakirova,8.0,2.0,162.56,56.7,165.1,Orthodox,32.0,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0
Stefan Struve,33.0,13.0,210.82,120.2,213.36,Orthodox,36.0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Alexander Yakovlev,24.0,10.0,190.5,70.31,187.96,Southpaw,39.0,1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1
